id,class
57240,Grouped horizontal bar
195670,Line
25380,Stacked horizontal bar
85040,Scatter
122676,Horizontal box
183444,Line
126983,Horizontal box
119072,Scatter
181161,Line
73238,Donut
8559,Grouped horizontal bar
91703,Scatter
182005,Line
153428,Horizontal box
14521,Grouped vertical bar
15841,Stacked horizontal bar
184320,Line
135095,Horizontal box
88033,Scatter
6105,Grouped horizontal bar
95683,Scatter
40617,Donut
110856,Scatter
10785,Grouped vertical bar
2933,Grouped horizontal bar
148351,Horizontal box
4753,Grouped vertical bar
151016,Horizontal box
60961,Donut
137432,Horizontal box
123415,Vertical box
76630,Donut
4779,Grouped vertical bar
40394,Pie
478,Grouped horizontal bar
117745,Scatter
20107,Stacked horizontal bar
153025,Horizontal box
92490,Scatter
116172,Scatter
21419,Stacked horizontal bar
2562,Grouped horizontal bar
132124,Vertical box
176585,Line
18358,Stacked horizontal bar
130368,Horizontal box
136479,Vertical box
197070,Line
157823,Vertical box
75363,Donut
124618,Horizontal box
39459,Stacked horizontal bar
130541,Horizontal box
3980,Grouped vertical bar
50909,Grouped vertical bar
172294,Line
183177,Line
80982,Scatter
88536,Scatter
9224,Grouped horizontal bar
198677,Line
152800,Horizontal box
96980,Scatter
103035,Scatter
126424,Horizontal box
25237,Stacked vertical bar
38395,Stacked horizontal bar
83673,Scatter
133298,Vertical box
152006,Horizontal box
106465,Scatter
64000,Donut
158454,Vertical box
47399,Vertical box
99596,Scatter
87750,Scatter
153102,Vertical box
83689,Scatter
135559,Horizontal box
143487,Horizontal box
29530,Stacked horizontal bar
199652,Line
75539,Donut
118021,Scatter
30809,Stacked vertical bar
164904,Line
157419,Vertical box
66550,Donut
63844,Donut
84048,Scatter
167366,Line
44714,Pie
48754,Scatter
5453,Grouped horizontal bar
121058,Horizontal box
198076,Line
177556,Line
106944,Scatter
28574,Stacked horizontal bar
105869,Scatter
110088,Scatter
135254,Horizontal box
80849,Scatter
160179,Line
129783,Vertical box
106489,Scatter
28333,Stacked vertical bar
118564,Scatter
188381,Line
107758,Scatter
183210,Line
121429,Horizontal box
125527,Horizontal box
43100,Scatter
57815,Donut
86006,Scatter
87721,Scatter
170630,Line
147090,Horizontal box
121319,Vertical box
18920,Stacked horizontal bar
166662,Line
195938,Line
193662,Line
42481,Stacked vertical bar
92269,Scatter
92030,Scatter
23384,Stacked vertical bar
140787,Vertical box
176755,Line
147472,Horizontal box
10845,Grouped horizontal bar
4033,Grouped vertical bar
194706,Line
110175,Scatter
138492,Horizontal box
140751,Horizontal box
106087,Scatter
164109,Line
78877,Donut
113360,Scatter
172540,Line
195152,Line
30820,Stacked horizontal bar
196029,Line
84738,Scatter
70283,Donut
6567,Grouped horizontal bar
26536,Stacked vertical bar
51278,Pie
199744,Line
71530,Donut
42736,Scatter
198215,Line
9211,Grouped horizontal bar
168984,Line
123682,Vertical box
9666,Grouped horizontal bar
71376,Donut
4598,Grouped vertical bar
79161,Donut
9042,Grouped vertical bar
39057,Stacked horizontal bar
24002,Stacked vertical bar
40060,Pie
174413,Line
105725,Scatter
106103,Scatter
112807,Scatter
124772,Horizontal box
65068,Donut
17386,Stacked horizontal bar
83410,Scatter
10912,Grouped horizontal bar
27178,Stacked vertical bar
75019,Donut
27246,Stacked horizontal bar
84001,Scatter
197525,Line
31423,Stacked vertical bar
161673,Line
49637,Stacked vertical bar
74659,Donut
58986,Grouped horizontal bar
65123,Donut
158433,Horizontal box
73401,Donut
166455,Line
131492,Horizontal box
35322,Stacked horizontal bar
78181,Donut
24675,Stacked horizontal bar
67970,Donut
71587,Donut
167724,Line
180019,Line
126604,Horizontal box
33384,Stacked horizontal bar
182841,Line
35220,Stacked horizontal bar
161843,Line
35529,Stacked vertical bar
16361,Stacked vertical bar
39996,Stacked horizontal bar
112143,Scatter
35903,Stacked vertical bar
162028,Line
66472,Donut
172982,Line
172807,Line
34782,Stacked horizontal bar
79649,Donut
41893,Pie
66641,Donut
167304,Line
44260,Line
197603,Line
192006,Line
199776,Line
145564,Vertical box
32923,Stacked horizontal bar
132897,Vertical box
153731,Horizontal box
15102,Stacked vertical bar
46963,Pie
80043,Scatter
80288,Scatter
115738,Scatter
61742,Donut
25577,Stacked horizontal bar
179723,Line
1708,Grouped vertical bar
149076,Horizontal box
123966,Horizontal box
155592,Vertical box
30828,Stacked vertical bar
152337,Vertical box
41921,Pie
172872,Line
76491,Donut
154930,Vertical box
124667,Horizontal box
40616,Pie
57460,Pie
152043,Vertical box
172515,Line
99693,Scatter
181481,Line
159975,Horizontal box
28668,Stacked horizontal bar
168732,Line
144852,Horizontal box
106869,Scatter
71725,Donut
133086,Vertical box
146550,Vertical box
186244,Line
20175,Stacked horizontal bar
8842,Grouped horizontal bar
81037,Scatter
173555,Line
156342,Horizontal box
95315,Scatter
195982,Line
187524,Line
40816,Line
5817,Grouped vertical bar
189069,Line
127209,Vertical box
198431,Line
140666,Horizontal box
42510,Pie
77691,Donut
131891,Vertical box
60877,Donut
167469,Line
189345,Line
66184,Donut
118572,Scatter
144537,Vertical box
73040,Donut
13961,Grouped vertical bar
157516,Horizontal box
172360,Line
77447,Donut
34030,Stacked horizontal bar
170774,Line
170407,Line
10971,Grouped horizontal bar
121295,Horizontal box
5725,Grouped vertical bar
6099,Grouped vertical bar
104455,Scatter
130121,Horizontal box
177255,Line
193076,Line
78639,Donut
148100,Horizontal box
181292,Line
155131,Horizontal box
157637,Horizontal box
98203,Scatter
125600,Vertical box
69271,Donut
87228,Scatter
21879,Stacked horizontal bar
122369,Vertical box
99889,Scatter
191232,Line
44533,Grouped horizontal bar
196294,Line
53697,Grouped horizontal bar
198603,Line
86202,Scatter
117000,Scatter
65500,Donut
78242,Donut
170204,Line
128162,Vertical box
31116,Stacked horizontal bar
194328,Line
174143,Line
83842,Scatter
90458,Scatter
56149,Line
167456,Line
133385,Vertical box
119774,Scatter
102422,Scatter
159884,Vertical box
115197,Scatter
5967,Grouped vertical bar
26834,Stacked vertical bar
18425,Stacked horizontal bar
143466,Horizontal box
102466,Scatter
12373,Grouped horizontal bar
183674,Line
184519,Line
114696,Scatter
168229,Line
71171,Donut
31974,Stacked vertical bar
108802,Scatter
105805,Scatter
191974,Line
178993,Line
137193,Horizontal box
141144,Horizontal box
16322,Stacked vertical bar
83876,Scatter
109767,Scatter
82133,Scatter
131244,Vertical box
24232,Stacked vertical bar
182257,Line
181657,Line
107239,Scatter
77074,Donut
122891,Horizontal box
82776,Scatter
20305,Stacked horizontal bar
159259,Vertical box
51349,Pie
58686,Scatter
11241,Grouped vertical bar
157118,Horizontal box
15397,Stacked horizontal bar
83024,Scatter
12085,Grouped horizontal bar
67493,Donut
177697,Line
63290,Donut
168843,Line
115798,Scatter
91546,Scatter
14969,Grouped horizontal bar
180522,Line
154967,Horizontal box
146571,Vertical box
197710,Line
33801,Stacked vertical bar
58583,Pie
144687,Vertical box
165281,Line
153316,Vertical box
109259,Scatter
32495,Stacked horizontal bar
175841,Line
30561,Stacked vertical bar
124076,Vertical box
70327,Donut
101526,Scatter
17324,Stacked horizontal bar
11116,Grouped horizontal bar
193638,Line
82017,Scatter
45176,Pie
66258,Donut
144657,Vertical box
161201,Line
195279,Line
186774,Line
81796,Scatter
21171,Stacked vertical bar
94509,Scatter
3751,Grouped vertical bar
76324,Donut
182824,Line
77130,Donut
129641,Vertical box
139092,Horizontal box
3439,Grouped horizontal bar
121402,Vertical box
105379,Scatter
171378,Line
132515,Vertical box
26196,Stacked horizontal bar
68567,Donut
117262,Scatter
120737,Vertical box
150336,Vertical box
133489,Horizontal box
137623,Vertical box
164902,Line
125706,Vertical box
66682,Donut
101988,Scatter
76938,Donut
94363,Scatter
183335,Line
164469,Line
131243,Vertical box
84927,Scatter
104333,Scatter
157447,Vertical box
35687,Stacked horizontal bar
183818,Line
167853,Line
105919,Scatter
189199,Line
18239,Stacked vertical bar
149365,Vertical box
94016,Scatter
171057,Line
29922,Stacked vertical bar
122643,Vertical box
27077,Stacked vertical bar
11613,Grouped horizontal bar
83792,Scatter
44813,Donut
4319,Grouped vertical bar
132197,Vertical box
12761,Grouped vertical bar
110928,Scatter
176794,Line
99310,Scatter
120342,Horizontal box
31084,Stacked vertical bar
106054,Scatter
133601,Vertical box
192695,Line
53021,Pie
108974,Scatter
7517,Grouped horizontal bar
20983,Stacked vertical bar
9634,Grouped vertical bar
140546,Vertical box
80705,Scatter
65776,Donut
33162,Stacked horizontal bar
139882,Vertical box
48903,Scatter
98870,Scatter
68596,Donut
197526,Line
87837,Scatter
129550,Vertical box
63797,Donut
107961,Scatter
159549,Vertical box
121322,Horizontal box
90359,Scatter
611,Grouped vertical bar
177563,Line
103143,Scatter
75316,Donut
66086,Donut
10731,Grouped vertical bar
65596,Donut
133511,Vertical box
86225,Scatter
166737,Line
143069,Vertical box
88126,Scatter
197011,Line
168200,Line
121132,Vertical box
30563,Stacked vertical bar
184680,Line
102113,Scatter
62434,Donut
11729,Grouped horizontal bar
87594,Scatter
155908,Vertical box
92506,Scatter
190559,Line
171202,Line
185939,Line
158072,Horizontal box
194763,Line
102905,Scatter
161785,Line
167773,Line
128530,Vertical box
55100,Pie
70212,Donut
56453,Grouped vertical bar
164250,Line
99057,Scatter
29430,Stacked vertical bar
110835,Scatter
75897,Donut
65284,Donut
166700,Line
142425,Horizontal box
142685,Vertical box
192705,Line
15609,Stacked vertical bar
67708,Donut
17341,Stacked vertical bar
900,Grouped horizontal bar
185286,Line
65075,Donut
195721,Line
157129,Vertical box
178088,Line
73774,Donut
188971,Line
6884,Grouped horizontal bar
117259,Scatter
152248,Horizontal box
97684,Scatter
51043,Pie
154753,Vertical box
129624,Vertical box
27635,Stacked horizontal bar
163044,Line
91919,Scatter
189810,Line
93131,Scatter
86037,Scatter
22754,Stacked vertical bar
133832,Vertical box
174791,Line
74231,Donut
5647,Grouped horizontal bar
87689,Scatter
40467,Pie
109108,Scatter
132363,Horizontal box
110791,Scatter
122215,Vertical box
98261,Scatter
188487,Line
178491,Line
178639,Line
152690,Vertical box
62083,Donut
129542,Horizontal box
12350,Grouped vertical bar
86672,Scatter
46265,Pie
62938,Donut
10837,Grouped horizontal bar
182948,Line
58170,Stacked vertical bar
18314,Stacked vertical bar
147693,Vertical box
75387,Donut
89932,Scatter
122779,Horizontal box
121266,Horizontal box
46885,Line
158324,Horizontal box
117852,Scatter
9051,Grouped vertical bar
99528,Scatter
72319,Donut
99863,Scatter
150760,Vertical box
192987,Line
87255,Scatter
110197,Scatter
21213,Stacked horizontal bar
82199,Scatter
83635,Scatter
192960,Line
191417,Line
64809,Donut
124498,Vertical box
129669,Vertical box
92764,Scatter
109042,Scatter
28776,Stacked vertical bar
157400,Vertical box
18672,Stacked vertical bar
58280,Stacked vertical bar
191493,Line
93128,Scatter
160511,Line
159492,Vertical box
45815,Pie
189871,Line
116635,Scatter
185970,Line
73776,Donut
73036,Donut
187859,Line
184888,Line
8325,Grouped horizontal bar
129509,Horizontal box
174363,Line
61559,Donut
193429,Line
160988,Line
87709,Scatter
21061,Stacked horizontal bar
104023,Scatter
81102,Scatter
132115,Vertical box
150939,Horizontal box
126640,Vertical box
144174,Horizontal box
17384,Stacked vertical bar
1576,Grouped vertical bar
114623,Scatter
86960,Scatter
74013,Donut
70707,Donut
165757,Line
4447,Grouped horizontal bar
37529,Stacked vertical bar
49984,Pie
25496,Stacked horizontal bar
153508,Vertical box
8739,Grouped horizontal bar
108115,Scatter
45056,Scatter
32315,Stacked vertical bar
21815,Stacked horizontal bar
51273,Scatter
108993,Scatter
100833,Scatter
157343,Horizontal box
38586,Stacked horizontal bar
130524,Horizontal box
32367,Stacked horizontal bar
5625,Grouped vertical bar
134796,Vertical box
97113,Scatter
114323,Scatter
100757,Scatter
103156,Scatter
64506,Donut
12981,Grouped horizontal bar
9455,Grouped vertical bar
160970,Line
63887,Donut
109202,Scatter
17645,Stacked vertical bar
95034,Scatter
167798,Line
105431,Scatter
183271,Line
127892,Horizontal box
25164,Stacked vertical bar
101811,Scatter
189364,Line
15229,Stacked vertical bar
85419,Scatter
6121,Grouped horizontal bar
77306,Donut
175422,Line
190654,Line
113978,Scatter
8244,Grouped vertical bar
80433,Scatter
107838,Scatter
116174,Scatter
80767,Scatter
190413,Line
132509,Vertical box
84674,Scatter
183239,Line
164258,Line
20105,Stacked horizontal bar
106663,Scatter
192188,Line
140607,Vertical box
161412,Line
21026,Stacked vertical bar
77929,Donut
94462,Scatter
142588,Vertical box
173071,Line
94917,Scatter
156709,Vertical box
25200,Stacked horizontal bar
15892,Stacked horizontal bar
36330,Stacked vertical bar
17627,Stacked horizontal bar
48067,Pie
172576,Line
110194,Scatter
33374,Stacked horizontal bar
61002,Donut
99055,Scatter
47139,Horizontal box
38227,Stacked vertical bar
154823,Vertical box
154641,Vertical box
41577,Pie
181024,Line
132040,Horizontal box
36594,Stacked horizontal bar
199622,Line
167048,Line
17725,Stacked horizontal bar
68099,Donut
89904,Scatter
86483,Scatter
172302,Line
2243,Grouped horizontal bar
35937,Stacked vertical bar
96813,Scatter
25408,Stacked vertical bar
42363,Pie
137831,Vertical box
191793,Line
29948,Stacked horizontal bar
88567,Scatter
35847,Stacked horizontal bar
22294,Stacked vertical bar
71429,Donut
179789,Line
72019,Donut
24106,Stacked horizontal bar
80453,Scatter
83464,Scatter
135422,Vertical box
76184,Donut
24910,Stacked horizontal bar
135127,Vertical box
195853,Line
181568,Line
188004,Line
159764,Vertical box
136855,Horizontal box
155880,Horizontal box
70544,Donut
39713,Stacked vertical bar
140931,Vertical box
68052,Donut
174312,Line
24031,Stacked vertical bar
136907,Vertical box
170005,Line
143707,Vertical box
122392,Horizontal box
120092,Horizontal box
126418,Horizontal box
144700,Vertical box
22598,Stacked horizontal bar
148790,Horizontal box
67813,Donut
49061,Grouped vertical bar
232,Grouped vertical bar
89063,Scatter
44168,Pie
191427,Line
98372,Scatter
54285,Vertical box
24412,Stacked horizontal bar
7307,Grouped vertical bar
44903,Stacked vertical bar
183876,Line
92761,Scatter
115816,Scatter
193129,Line
94036,Scatter
91032,Scatter
57761,Pie
69201,Donut
165003,Line
68942,Donut
25395,Stacked vertical bar
128752,Horizontal box
14968,Grouped vertical bar
48639,Donut
103448,Scatter
193119,Line
151524,Vertical box
93511,Scatter
132529,Horizontal box
67967,Donut
182008,Line
13469,Grouped vertical bar
44066,Pie
129905,Vertical box
185688,Line
32758,Stacked horizontal bar
77332,Donut
110078,Scatter
194445,Line
5118,Grouped horizontal bar
15775,Stacked vertical bar
123883,Vertical box
174391,Line
124522,Horizontal box
172742,Line
87360,Scatter
58936,Pie
189790,Line
97633,Scatter
17687,Stacked vertical bar
168324,Line
186106,Line
20699,Stacked vertical bar
91950,Scatter
174753,Line
90320,Scatter
135233,Vertical box
16821,Stacked horizontal bar
97740,Scatter
127622,Vertical box
36254,Stacked vertical bar
175675,Line
52623,Grouped horizontal bar
142283,Vertical box
72412,Donut
102689,Scatter
199338,Line
162394,Line
78900,Donut
148838,Horizontal box
135024,Horizontal box
191495,Line
22227,Stacked vertical bar
89636,Scatter
141735,Horizontal box
138753,Vertical box
124374,Vertical box
131201,Horizontal box
108836,Scatter
68906,Donut
114631,Scatter
37801,Stacked horizontal bar
184200,Line
76409,Donut
110793,Scatter
47412,Grouped vertical bar
114039,Scatter
122648,Horizontal box
120635,Vertical box
97103,Scatter
160069,Line
165111,Line
166626,Line
178342,Line
154328,Horizontal box
190204,Line
189916,Line
111379,Scatter
76097,Donut
128191,Vertical box
136454,Horizontal box
112441,Scatter
173293,Line
65450,Donut
192892,Line
146253,Horizontal box
122442,Horizontal box
146256,Horizontal box
70078,Donut
88951,Scatter
19404,Stacked horizontal bar
84501,Scatter
2407,Grouped vertical bar
92622,Scatter
70877,Donut
73139,Donut
168534,Line
111124,Scatter
61885,Donut
13368,Grouped vertical bar
33737,Stacked horizontal bar
4809,Grouped horizontal bar
120956,Vertical box
156470,Vertical box
75053,Donut
137596,Vertical box
39225,Stacked vertical bar
182032,Line
157205,Horizontal box
60949,Donut
176500,Line
8100,Grouped horizontal bar
17166,Stacked horizontal bar
56571,Grouped horizontal bar
84351,Scatter
170797,Line
109739,Scatter
116855,Scatter
192377,Line
145124,Vertical box
52550,Pie
13243,Grouped horizontal bar
103580,Scatter
110581,Scatter
192037,Line
22219,Stacked vertical bar
51132,Pie
195914,Line
118247,Scatter
96202,Scatter
83657,Scatter
30539,Stacked horizontal bar
12154,Grouped vertical bar
8042,Grouped vertical bar
13768,Grouped horizontal bar
67235,Donut
83554,Scatter
14097,Grouped vertical bar
199547,Line
132554,Vertical box
67694,Donut
90473,Scatter
78087,Donut
74680,Donut
94886,Scatter
143959,Horizontal box
20903,Stacked horizontal bar
156464,Vertical box
161292,Line
136396,Horizontal box
97542,Scatter
150985,Vertical box
198314,Line
59068,Grouped horizontal bar
68019,Donut
74066,Donut
66504,Donut
184959,Line
118620,Scatter
1336,Grouped horizontal bar
160167,Line
25789,Stacked horizontal bar
129506,Vertical box
72492,Donut
4668,Grouped vertical bar
160362,Line
84085,Scatter
164139,Line
178060,Line
92716,Scatter
182539,Line
52205,Line
165082,Line
138204,Horizontal box
6861,Grouped horizontal bar
130927,Horizontal box
41615,Scatter
11067,Grouped horizontal bar
69738,Donut
96834,Scatter
70033,Donut
3470,Grouped vertical bar
125508,Vertical box
4637,Grouped vertical bar
725,Grouped vertical bar
48593,Line
70358,Donut
177602,Line
107748,Scatter
121318,Vertical box
21527,Stacked horizontal bar
99289,Scatter
50728,Pie
184363,Line
187224,Line
160610,Line
140443,Horizontal box
143311,Horizontal box
40365,Pie
28631,Stacked vertical bar
76469,Donut
85462,Scatter
55833,Vertical box
45620,Pie
68319,Donut
15351,Stacked horizontal bar
62424,Donut
161746,Line
151380,Horizontal box
123408,Horizontal box
168358,Line
192353,Line
98604,Scatter
78263,Donut
19954,Stacked vertical bar
19284,Stacked vertical bar
180223,Line
107957,Scatter
48272,Pie
57027,Pie
102828,Scatter
26586,Stacked horizontal bar
39362,Stacked vertical bar
74483,Donut
40891,Horizontal box
193349,Line
147949,Vertical box
58151,Grouped horizontal bar
89842,Scatter
186689,Line
72538,Donut
197198,Line
155012,Horizontal box
195717,Line
154404,Horizontal box
86078,Scatter
75927,Donut
137415,Horizontal box
176141,Line
80812,Scatter
76240,Donut
129187,Vertical box
163669,Line
99378,Scatter
168756,Line
148297,Horizontal box
62320,Donut
114329,Scatter
68253,Donut
92794,Scatter
104609,Scatter
8064,Grouped horizontal bar
99740,Scatter
89169,Scatter
14857,Grouped vertical bar
19472,Stacked vertical bar
171860,Line
31376,Stacked horizontal bar
44737,Pie
47164,Donut
199308,Line
160680,Line
170685,Line
17908,Stacked vertical bar
152885,Vertical box
50262,Pie
198527,Line
61597,Donut
49475,Grouped vertical bar
61794,Donut
54457,Scatter
67871,Donut
147061,Horizontal box
84053,Scatter
113333,Scatter
96432,Scatter
77584,Donut
127385,Vertical box
30381,Stacked vertical bar
88591,Scatter
150641,Vertical box
61623,Donut
149925,Vertical box
35689,Stacked vertical bar
56590,Vertical box
101643,Scatter
109089,Scatter
173616,Line
196421,Line
166231,Line
128974,Vertical box
177597,Line
4203,Grouped horizontal bar
87590,Scatter
42997,Line
37125,Stacked vertical bar
82044,Scatter
71455,Donut
165377,Line
52877,Pie
163781,Line
23757,Stacked horizontal bar
62493,Donut
76205,Donut
92061,Scatter
189588,Line
153308,Vertical box
189168,Line
54058,Line
182374,Line
19097,Stacked vertical bar
26285,Stacked horizontal bar
126999,Horizontal box
138840,Horizontal box
53473,Scatter
189889,Line
85438,Scatter
17499,Stacked horizontal bar
68796,Donut
99702,Scatter
48248,Pie
178187,Line
191738,Line
1797,Grouped vertical bar
163703,Line
143355,Horizontal box
12519,Grouped vertical bar
49063,Line
100501,Scatter
51328,Grouped vertical bar
102328,Scatter
163818,Line
67583,Donut
133415,Vertical box
123054,Vertical box
175259,Line
46619,Donut
37965,Stacked horizontal bar
131969,Horizontal box
142668,Horizontal box
645,Grouped vertical bar
83723,Scatter
13877,Grouped horizontal bar
29578,Stacked horizontal bar
16271,Stacked vertical bar
183065,Line
113933,Scatter
121707,Horizontal box
151610,Horizontal box
101296,Scatter
181901,Line
71180,Donut
145144,Vertical box
74700,Donut
20854,Stacked horizontal bar
186044,Line
117673,Scatter
66944,Donut
79771,Donut
5137,Grouped vertical bar
46180,Pie
69895,Donut
112107,Scatter
104043,Scatter
26629,Stacked horizontal bar
170234,Line
107601,Scatter
30607,Stacked vertical bar
156972,Vertical box
156264,Horizontal box
144795,Vertical box
130016,Vertical box
25250,Stacked horizontal bar
104869,Scatter
181955,Line
105483,Scatter
191730,Line
39129,Stacked vertical bar
84295,Scatter
80427,Scatter
80269,Scatter
105828,Scatter
90727,Scatter
197236,Line
199812,Line
75266,Donut
160350,Line
66811,Donut
172848,Line
114169,Scatter
194470,Line
178419,Line
180627,Line
18291,Stacked horizontal bar
75040,Donut
84689,Scatter
95396,Scatter
46658,Line
137781,Horizontal box
167759,Line
118688,Scatter
66300,Donut
12110,Grouped vertical bar
161268,Line
11611,Grouped vertical bar
28790,Stacked vertical bar
196812,Line
44145,Donut
175733,Line
34841,Stacked vertical bar
88697,Scatter
43693,Pie
138386,Vertical box
183556,Line
171201,Line
168633,Line
103665,Scatter
143653,Vertical box
57084,Line
55084,Pie
132213,Vertical box
36292,Stacked vertical bar
120209,Vertical box
141633,Vertical box
18925,Stacked vertical bar
27915,Stacked horizontal bar
156735,Horizontal box
177550,Line
147617,Horizontal box
99735,Scatter
120987,Vertical box
171745,Line
184423,Line
22429,Stacked vertical bar
168814,Line
161863,Line
54332,Line
190343,Line
64779,Donut
171284,Line
114359,Scatter
144995,Horizontal box
194229,Line
22716,Stacked horizontal bar
39096,Stacked horizontal bar
143600,Vertical box
18516,Stacked vertical bar
33709,Stacked vertical bar
90477,Scatter
119423,Scatter
75256,Donut
45541,Line
5180,Grouped horizontal bar
105497,Scatter
69535,Donut
165428,Line
96476,Scatter
108141,Scatter
24971,Stacked vertical bar
94720,Scatter
27333,Stacked vertical bar
152797,Horizontal box
161001,Line
137154,Vertical box
52998,Vertical box
58796,Line
109325,Scatter
78460,Donut
125358,Vertical box
157167,Vertical box
62445,Donut
158679,Vertical box
126963,Vertical box
63236,Donut
100395,Scatter
148300,Horizontal box
55478,Stacked vertical bar
177813,Line
184272,Line
29830,Stacked horizontal bar
56397,Horizontal box
9648,Grouped horizontal bar
14678,Grouped vertical bar
193538,Line
29257,Stacked horizontal bar
139924,Horizontal box
178026,Line
94188,Scatter
151539,Horizontal box
197849,Line
188484,Line
1885,Grouped vertical bar
176416,Line
112194,Scatter
96868,Scatter
34316,Stacked vertical bar
40907,Donut
121076,Vertical box
147686,Vertical box
183937,Line
42592,Stacked horizontal bar
35365,Stacked horizontal bar
71675,Donut
129406,Horizontal box
104784,Scatter
107588,Scatter
51054,Line
116324,Scatter
136989,Horizontal box
25008,Stacked vertical bar
46594,Pie
195942,Line
62592,Donut
151308,Vertical box
40236,Stacked horizontal bar
37649,Stacked vertical bar
62453,Donut
78742,Donut
175446,Line
188737,Line
2253,Grouped vertical bar
166145,Line
55689,Pie
36459,Stacked vertical bar
72931,Donut
90977,Scatter
99393,Scatter
168603,Line
48700,Pie
5041,Grouped vertical bar
57557,Pie
192336,Line
95202,Scatter
169625,Line
81989,Scatter
167837,Line
41190,Pie
26116,Stacked horizontal bar
68156,Donut
7534,Grouped vertical bar
114687,Scatter
69772,Donut
187261,Line
10466,Grouped horizontal bar
62965,Donut
14124,Grouped horizontal bar
24341,Stacked horizontal bar
20132,Stacked horizontal bar
50206,Pie
126084,Horizontal box
194685,Line
132342,Vertical box
103751,Scatter
37652,Stacked vertical bar
92875,Scatter
167803,Line
193650,Line
194688,Line
14977,Grouped horizontal bar
194765,Line
145844,Horizontal box
183539,Line
135756,Horizontal box
38305,Stacked vertical bar
23825,Stacked horizontal bar
155348,Horizontal box
98751,Scatter
71921,Donut
53535,Pie
124603,Vertical box
114239,Scatter
97523,Scatter
79560,Donut
177611,Line
37816,Stacked horizontal bar
78707,Donut
130639,Horizontal box
93110,Scatter
84982,Scatter
131443,Vertical box
166975,Line
36767,Stacked horizontal bar
49546,Line
155295,Horizontal box
123810,Horizontal box
72578,Donut
156209,Vertical box
143697,Horizontal box
9629,Grouped vertical bar
180470,Line
144146,Vertical box
81431,Scatter
116294,Scatter
32819,Stacked vertical bar
118433,Scatter
73268,Donut
117238,Scatter
160477,Line
73603,Donut
159545,Vertical box
164502,Line
63337,Donut
73611,Donut
6229,Grouped horizontal bar
98428,Scatter
158561,Horizontal box
11733,Grouped vertical bar
170478,Line
133036,Vertical box
18693,Stacked vertical bar
180040,Line
87517,Scatter
176130,Line
46853,Pie
183134,Line
47992,Vertical box
146217,Horizontal box
77765,Donut
109186,Scatter
16858,Stacked horizontal bar
73856,Donut
199996,Line
167563,Line
163885,Line
185882,Line
62633,Donut
71955,Donut
178185,Line
92557,Scatter
49486,Scatter
182492,Line
58792,Pie
28010,Stacked vertical bar
188581,Line
15723,Stacked horizontal bar
199183,Line
31604,Stacked horizontal bar
191719,Line
47359,Pie
143057,Horizontal box
183616,Line
130199,Vertical box
66974,Donut
129361,Vertical box
118935,Scatter
129046,Vertical box
185709,Line
132425,Horizontal box
188510,Line
96837,Scatter
55627,Pie
29559,Stacked horizontal bar
21898,Stacked vertical bar
6283,Grouped vertical bar
122209,Vertical box
25252,Stacked vertical bar
28695,Stacked horizontal bar
88489,Scatter
26892,Stacked horizontal bar
149438,Horizontal box
151584,Vertical box
17668,Stacked vertical bar
136484,Horizontal box
30185,Stacked horizontal bar
142032,Horizontal box
147401,Vertical box
112853,Scatter
198986,Line
139454,Horizontal box
64690,Donut
197428,Line
19119,Stacked vertical bar
63940,Donut
89501,Scatter
161708,Line
129789,Horizontal box
53087,Stacked horizontal bar
107335,Scatter
28780,Stacked horizontal bar
101455,Scatter
138469,Vertical box
55648,Line
23492,Stacked horizontal bar
46861,Horizontal box
191940,Line
175802,Line
164601,Line
102189,Scatter
57718,Grouped vertical bar
86391,Scatter
75153,Donut
15616,Stacked vertical bar
45093,Horizontal box
159889,Horizontal box
133531,Vertical box
125744,Horizontal box
173870,Line
142497,Horizontal box
103164,Scatter
41694,Horizontal box
157576,Horizontal box
19766,Stacked horizontal bar
87371,Scatter
118156,Scatter
99671,Scatter
48819,Scatter
44598,Grouped vertical bar
117039,Scatter
194813,Line
143638,Vertical box
148500,Vertical box
113025,Scatter
73890,Donut
198415,Line
32654,Stacked horizontal bar
38063,Stacked vertical bar
9016,Grouped vertical bar
130247,Vertical box
187951,Line
118008,Scatter
150823,Vertical box
125640,Horizontal box
190984,Line
21664,Stacked horizontal bar
10947,Grouped vertical bar
102429,Scatter
58545,Stacked vertical bar
43001,Stacked vertical bar
114982,Scatter
75222,Donut
40401,Vertical box
14068,Grouped vertical bar
102153,Scatter
173965,Line
103650,Scatter
32798,Stacked vertical bar
187521,Line
102163,Scatter
178098,Line
83300,Scatter
137655,Horizontal box
138474,Horizontal box
29718,Stacked horizontal bar
163812,Line
186801,Line
42858,Pie
146263,Horizontal box
100404,Scatter
123922,Vertical box
98276,Scatter
86387,Scatter
178579,Line
79292,Donut
134515,Horizontal box
86162,Scatter
189808,Line
199666,Line
77915,Donut
179543,Line
31378,Stacked horizontal bar
31943,Stacked horizontal bar
185611,Line
94903,Scatter
164347,Line
54555,Grouped vertical bar
86816,Scatter
60151,Donut
130945,Vertical box
172591,Line
57819,Line
180303,Line
106618,Scatter
38313,Stacked horizontal bar
173560,Line
22297,Stacked horizontal bar
13245,Grouped vertical bar
61943,Donut
94841,Scatter
91707,Scatter
199144,Line
81942,Scatter
51990,Horizontal box
107349,Scatter
130424,Horizontal box
